Employment,EdLevel,YearsCode,YearsCodePro,OrgSize,Country,Gender,WorkExp,RemoteWork,Compensation_usd
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,10,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,10,Fully remote,157300
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,1,10 to 19 employees,Germany,Man,1,"Hybrid (some remote, some in-person)",3498
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,6,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Woman,NA,"Hybrid (some remote, some in-person)",36300
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,3,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,7,"Hybrid (some remote, some in-person)",78650
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,3,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,4,Fully remote,1210
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,8,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,8,Fully remote,60500
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,4,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,"Or, in your own words:;Woman",NA,Fully remote,45375
"Employed, full-time",Some college/university study without earning a degree,48,45,"5,000 to 9,999 employees",Germany,Man,NA,Fully remote,NA
"Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,9,2 to 9 employees,Germany,Man,9,"Hybrid (some remote, some in-person)",795
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",42,35,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,20,"5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,26,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,6,Fully remote,90750
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,20,15,"Just me - I am a freelancer, sole proprietor, etc.",United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,41140
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,16,100 to 499 employees,Germany,Man,16,"Hybrid (some remote, some in-person)",89040
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,1,20 to 99 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",3604
"Employed, full-time",Some college/university study without earning a degree,30,18,"Just me - I am a freelancer, sole proprietor, etc.",United Kingdom of Great Britain and Northern Ireland,Man,20,"Hybrid (some remote, some in-person)",21780
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27,22,100 to 499 employees,Germany,Man,20,"Hybrid (some remote, some in-person)",82680
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",34,26,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",62315
"Employed, full-time","Associate degree (A.A., A.S., etc.)",4,2,"10,000 or more employees",Germany,Man,6,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,2,"5,000 to 9,999 employees",Germany,Man,5,"Hybrid (some remote, some in-person)",71232
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,5,"1,000 to 4,999 employees",Germany,NA,5,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,"10,000 or more employees",Germany,Man,9,"Hybrid (some remote, some in-person)",127200
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",38,28,100 to 499 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",76320
"Employed, full-time",Some college/university study without earning a degree,17,7,10 to 19 employees,Germany,Man,7,"Hybrid (some remote, some in-person)",57240
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,11,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,11,"Hybrid (some remote, some in-person)",84700
"Employed, full-time",Some college/university study without earning a degree,26,16,100 to 499 employees,Germany,Man,16,Fully remote,76320
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,17,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,18,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,7,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,8,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,31,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,19,"10,000 or more employees",United States of America,Man,19,Fully remote,115000
"Employed, full-time",Some college/university study without earning a degree,40,39,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,8,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",142780
"Employed, full-time",Some college/university study without earning a degree,12,4,10 to 19 employees,Germany,Man,6,"Hybrid (some remote, some in-person)",3710
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,5,"1,000 to 4,999 employees",Germany,Man,10,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,2,20 to 99 employees,Germany,Man,2,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,8,I don’t know,United Kingdom of Great Britain and Northern Ireland,Man,10,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,15,"10,000 or more employees",Germany,Man,NA,Fully remote,6890
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,9,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,9,Fully remote,121000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,3,"5,000 to 9,999 employees",United States of America,Man,3,Fully remote,110000
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",15,7,20 to 99 employees,Germany,Man,10,"Hybrid (some remote, some in-person)",89040
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,6,"1,000 to 4,999 employees",Germany,Man,6,Fully remote,NA
"Employed, full-time",Some college/university study without earning a degree,34,25,100 to 499 employees,Germany,Man,25,"Hybrid (some remote, some in-person)",111300
"Employed, full-time",Some college/university study without earning a degree,7,5,20 to 99 employees,Germany,Man,5,"Hybrid (some remote, some in-person)",55968
"Employed, full-time",Some college/university study without earning a degree,13,6,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,6,"Hybrid (some remote, some in-person)",48400
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",19,7,10 to 19 employees,Germany,Man,7,Fully remote,65720
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,14,8,20 to 99 employees,Germany,Man,5,"Hybrid (some remote, some in-person)",90948
"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23,22,20 to 99 employees,Germany,Man,22,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,3,100 to 499 employees,Germany,Man,6,"Hybrid (some remote, some in-person)",63600
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,2,10 to 19 employees,Germany,Man,2,"Hybrid (some remote, some in-person)",63600
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,6,100 to 499 employees,Germany,Man,NA,Fully remote,59360
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,13,10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Man,13,"Hybrid (some remote, some in-person)",72600
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,30,2 to 9 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Professional degree (JD, MD, etc.)",12,NA,"10,000 or more employees",United States of America,Man,NA,Fully remote,95000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,5,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,118000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,4,100 to 499 employees,Germany,Man,4,"Hybrid (some remote, some in-person)",42400
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39,31,2 to 9 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",169600
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",38,33,"10,000 or more employees",United States of America,Man,38,"Hybrid (some remote, some in-person)",153000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32,27,20 to 99 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,3,10 to 19 employees,Germany,Prefer not to say,3,"Hybrid (some remote, some in-person)",2438
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,26,"1,000 to 4,999 employees",United States of America,Man,31,Fully remote,145000
"Employed, full-time","Associate degree (A.A., A.S., etc.)",6,4,"1,000 to 4,999 employees",Germany,Man,4,"Hybrid (some remote, some in-person)",3021
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,20,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,25,Fully remote,108900
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,6,100 to 499 employees,Germany,Man,5,"Hybrid (some remote, some in-person)",NA
"Employed, full-time;Independent contractor, freelancer, or self-employed",Something else,2,1,"10,000 or more employees",Germany,Man,NA,"Hybrid (some remote, some in-person)",56180
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,12,"1,000 to 4,999 employees",Germany,Man,12,"Hybrid (some remote, some in-person)",NA
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,7,100 to 499 employees,Germany,Man,7,Fully remote,79500
"Employed, full-time","Professional degree (JD, MD, etc.)",20,15,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,15,"Hybrid (some remote, some in-person)",NA
"Employed, full-time",Some college/university study without earning a degree,34,22,"5,000 to 9,999 employees",United States of America,Man,22,Fully remote,160000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6,3,500 to 999 employees,Germany,Man,NA,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"1,000 to 4,999 employees",United States of America,Man,15,"Hybrid (some remote, some in-person)",100000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,14,"10,000 or more employees",United States of America,Man,14,Fully remote,175000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",48,44,"Just me - I am a freelancer, sole proprietor, etc.",Germany,Man,50,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,10,"1,000 to 4,999 employees",Germany,Man,11,Fully remote,143.1
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,3,"10,000 or more employees",United States of America,Man,10,Fully remote,92000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,NA,20 to 99 employees,Germany,Woman,3,"Hybrid (some remote, some in-person)",58300
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,3,"5,000 to 9,999 employees",Germany,Man,5,"Hybrid (some remote, some in-person)",61480
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,5,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Prefer not to say,5,"Hybrid (some remote, some in-person)",30613
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",30,NA,10 to 19 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,2,100 to 499 employees,Germany,Man,3,"Hybrid (some remote, some in-person)",31800
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,7,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,10,"Hybrid (some remote, some in-person)",66550
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,9,"Hybrid (some remote, some in-person)",48400
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,14,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,14,"Hybrid (some remote, some in-person)",113135
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,30,27,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,25,Fully remote,2885.85
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,3,20 to 99 employees,Germany,Man,5,"Hybrid (some remote, some in-person)",6625
"Employed, full-time",Some college/university study without earning a degree,47,38,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,46,Fully remote,64130
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,20,I don’t know,United States of America,Man,22,"Hybrid (some remote, some in-person)",125000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,1,100 to 499 employees,Germany,Man,1,"Hybrid (some remote, some in-person)",901
